tenure,monthly_charges,contract_type,support_calls,data_usage_gb,senior_citizen,TRUE_PROB,churn
22,54.35,Two Year,1,8.02,0,0.1438,0
41,83.77,Two Year,4,13.58,0,0.2251,0
68,80.18,One Year,1,0.5,0,0.0434,1
39,100.95,Month-to-Month,1,0.65,0,0.5776,0
50,58.67,One Year,3,0.58,0,0.0933,0
44,52.18,One Year,0,7.19,1,0.0636,0
38,73.36,Month-to-Month,2,7.39,0,0.3985,0
56,53.78,Month-to-Month,1,18.92,0,0.0684,1
40,54.44,Two Year,0,5.04,0,0.0433,0
27,60.96,Month-to-Month,1,0.56,0,0.4168,1
32,98.05,Month-to-Month,1,1.88,1,0.7222,1
35,79.08,One Year,2,0.5,0,0.2807,0
24,81.18,One Year,1,11.99,0,0.3563,0
32,97.16,Month-to-Month,2,13.53,0,0.6584,1
30,83.05,Two Year,1,49.48,0,0.1314,1
40,42.37,Month-to-Month,1,4.25,0,0.1355,0
72,82.75,Month-to-Month,2,0.5,0,0.116,0
33,85.29,Month-to-Month,4,2.14,0,0.7013,1
61,78.04,One Year,0,7.09,0,0.0431,0
40,61.09,Two Year,2,26.15,0,0.067,0
32,75.93,Two Year,1,0.87,0,0.1761,1
23,64.6,Two Year,0,1.04,0,0.1631,0
32,45.44,Month-to-Month,4,9.68,0,0.3545,0
31,50.41,Month-to-Month,0,8.8,0,0.2054,0
20,79.07,One Year,2,2.31,0,0.4903,0
22,46.88,Month-to-Month,0,13.42,0,0.2779,0
35,48.77,Two Year,2,1.1,0,0.0802,1
60,80.07,One Year,2,20.8,0,0.062,0
28,67.68,Two Year,2,1.8,0,0.2045,0
12,76.54,Month-to-Month,2,0.68,0,0.7912,1
7,40.42,Month-to-Month,0,3.32,1,0.5377,0
16,75.99,Month-to-Month,0,1.66,0,0.6356,0
42,51.8,Month-to-Month,2,5.99,0,0.2024,0
14,44.66,One Year,2,9.29,1,0.3358,0
45,54.89,Month-to-Month,2,5.4,0,0.1901,0
40,92.24,Month-to-Month,1,8.64,0,0.4554,1
28,57.71,Month-to-Month,2,3.63,0,0.4243,0
20,109.03,Month-to-Month,1,0.5,0,0.8533,1
26,23.76,Month-to-Month,1,29.22,0,0.1188,0
35,34.07,Month-to-Month,0,13.69,1,0.1282,0
14,91.48,Month-to-Month,1,0.61,0,0.8177,1
57,96.51,Month-to-Month,1,4.77,0,0.2705,0
35,47.73,Month-to-Month,0,8.06,0,0.1618,0
37,66.38,Month-to-Month,2,1.69,0,0.3737,0
40,79.24,Month-to-Month,1,6.9,0,0.3545,0
55,60.41,Month-to-Month,1,6.1,0,0.1078,0
32,68.0,One Year,1,1.87,0,0.1939,0
42,65.22,One Year,0,1.22,0,0.0902,0
20,35.37,Two Year,0,11.38,1,0.0878,0
66,58.11,Month-to-Month,3,3.12,0,0.0869,0
31,65.25,Month-to-Month,1,2.24,0,0.3822,0
20,67.06,Two Year,1,10.71,0,0.2195,0
23,30.39,Month-to-Month,3,10.66,0,0.3043,1
9,80.07,One Year,1,2.59,0,0.5991,1
23,67.59,Month-to-Month,2,16.48,0,0.5355,1
6,43.89,Month-to-Month,6,9.32,0,0.811,1
43,100.98,One Year,0,3.39,0,0.2347,1
36,58.07,Month-to-Month,3,4.46,1,0.4341,0
17,59.37,Month-to-Month,2,10.38,0,0.5768,1
29,77.83,Month-to-Month,3,1.9,0,0.6523,1
29,102.68,Month-to-Month,1,5.06,0,0.7132,0
15,78.62,Month-to-Month,1,8.48,0,0.7066,1
26,81.52,One Year,4,6.2,1,0.6024,0
30,44.97,One Year,3,7.5,0,0.1606,0
26,66.74,One Year,1,6.32,0,0.2439,0
20,54.35,Month-to-Month,1,1.78,0,0.4554,1
17,79.08,Two Year,1,4.22,0,0.3691,0
25,80.94,One Year,0,6.07,0,0.2989,1
21,97.66,Month-to-Month,2,12.12,1,0.839,1
39,21.83,Two Year,0,8.49,0,0.0147,0
56,52.39,One Year,2,4.45,0,0.0392,0
46,91.0,One Year,2,29.32,0,0.1696,1
30,36.97,Month-to-Month,3,0.91,1,0.3578,0
20,81.11,Month-to-Month,3,1.85,0,0.774,1
45,87.68,Two Year,2,3.34,0,0.1546,0
40,64.43,Month-to-Month,2,2.08,0,0.3129,0
54,36.57,One Year,2,7.86,0,0.0244,0
32,62.57,One Year,3,0.5,0,0.2506,0
65,94.17,Two Year,3,1.56,1,0.1127,0
32,95.78,Month-to-Month,2,2.78,0,0.6819,0
20,69.16,One Year,3,9.2,0,0.4319,1
23,45.46,Month-to-Month,1,16.69,0,0.2971,1
38,99.77,One Year,3,12.82,0,0.4217,1
21,81.42,One Year,2,1.61,0,0.4905,1
65,46.77,Month-to-Month,0,6.67,0,0.0312,0
37,71.85,One Year,1,0.5,0,0.1802,0
30,70.93,Month-to-Month,0,2.97,0,0.3877,1
31,52.26,Month-to-Month,6,13.12,0,0.5399,1
26,71.96,Month-to-Month,0,4.88,0,0.453,1
10,87.12,Month-to-Month,0,1.3,0,0.786,1
23,59.08,Month-to-Month,0,4.62,0,0.3884,0
61,89.17,Month-to-Month,1,1.77,0,0.1986,0
33,29.89,One Year,1,4.0,1,0.0746,0
48,109.37,One Year,1,5.35,0,0.2707,1
49,66.15,One Year,1,3.44,0,0.0748,0
29,86.46,Month-to-Month,5,22.11,0,0.7539,1
41,69.37,Two Year,3,6.61,0,0.1357,0
11,48.53,One Year,2,14.81,0,0.3152,0
58,64.27,Month-to-Month,1,11.44,0,0.0938,0
56,26.81,Two Year,1,8.66,0,0.0082,0
38,78.77,Month-to-Month,1,5.5,0,0.3942,0
34,68.88,One Year,0,0.5,0,0.1561,0
29,61.17,Month-to-Month,1,7.6,0,0.3636,0
51,80.05,Month-to-Month,0,3.52,0,0.1941,0
43,65.75,Two Year,3,1.0,0,0.1158,0
4,77.14,Month-to-Month,4,4.7,0,0.9092,1
24,84.25,Month-to-Month,1,10.64,0,0.6205,0
15,54.02,Two Year,0,26.09,0,0.1279,0
14,48.29,Two Year,1,3.75,0,0.1925,0
51,30.55,One Year,0,6.26,1,0.0206,0
29,67.45,Month-to-Month,1,15.24,0,0.3929,1
37,74.04,Month-to-Month,2,3.25,0,0.4272,1
31,38.53,One Year,0,1.23,0,0.0703,0
14,93.41,Month-to-Month,0,2.65,0,0.7867,1
11,48.55,Month-to-Month,0,18.35,0,0.4115,0
23,22.93,Month-to-Month,0,1.39,0,0.1527,0
24,94.9,Month-to-Month,0,3.19,0,0.6715,1
24,25.54,Month-to-Month,1,5.0,0,0.184,0
25,84.28,Month-to-Month,4,15.02,1,0.8091,1
72,79.42,Month-to-Month,2,22.21,0,0.0777,0
48,71.39,Month-to-Month,2,4.44,0,0.2583,0
33,54.54,Month-to-Month,3,21.5,0,0.3203,0
28,75.06,Month-to-Month,2,1.41,0,0.5771,0
29,85.97,One Year,2,1.36,1,0.4956,1
42,45.28,Two Year,3,23.85,0,0.0454,0
28,84.53,Month-to-Month,1,5.7,0,0.5832,1
46,83.62,Month-to-Month,1,1.65,0,0.3336,1
35,70.86,Month-to-Month,2,5.36,0,0.426,1
72,54.24,Month-to-Month,0,12.23,0,0.024,0
27,83.71,Month-to-Month,0,14.03,0,0.4961,0
50,75.17,Month-to-Month,3,15.96,0,0.2796,1
16,44.68,One Year,1,6.74,1,0.2623,1
21,57.65,One Year,0,16.14,0,0.175,0
70,81.38,Month-to-Month,2,5.71,0,0.1184,0
45,67.29,Month-to-Month,3,7.47,0,0.3113,1
38,86.72,One Year,4,11.37,1,0.4572,0
72,58.17,Month-to-Month,1,4.43,0,0.0391,0
28,45.0,One Year,2,0.61,1,0.1944,0
50,108.87,Month-to-Month,0,3.45,0,0.4194,1
52,31.38,One Year,1,7.82,0,0.0191,0
62,55.0,Two Year,2,1.71,0,0.0213,0
15,70.59,Two Year,5,1.28,1,0.6454,0
28,84.72,Month-to-Month,1,2.77,0,0.5919,1
35,77.93,Month-to-Month,2,0.5,0,0.5101,1
62,111.23,Month-to-Month,2,10.88,0,0.3614,1
37,62.65,Two Year,3,2.39,0,0.1414,0
52,47.54,Month-to-Month,3,1.06,0,0.1422,0
14,60.61,Month-to-Month,3,9.61,0,0.6838,1
25,58.6,Month-to-Month,1,14.81,1,0.4448,1
56,63.63,Month-to-Month,0,0.5,1,0.1266,0
27,45.35,Month-to-Month,1,2.13,0,0.289,1
30,80.68,One Year,2,23.24,0,0.2934,0
61,72.42,Month-to-Month,2,3.89,0,0.1426,0
18,39.72,Month-to-Month,1,22.32,0,0.2921,0
21,84.36,Two Year,1,2.56,0,0.3609,1
13,48.77,One Year,0,1.97,0,0.2306,0
62,41.34,Two Year,1,1.93,1,0.0137,0
48,66.75,Month-to-Month,4,0.71,0,0.3463,1
47,29.84,One Year,1,18.14,0,0.0202,0
25,76.79,Month-to-Month,1,31.23,0,0.4728,1
13,20.0,Month-to-Month,1,24.72,0,0.2162,0
11,44.41,Month-to-Month,0,15.29,0,0.3979,0
56,96.5,Month-to-Month,0,15.01,0,0.2123,0
39,51.27,Month-to-Month,0,8.66,1,0.1875,1
43,54.77,Two Year,0,14.0,0,0.034,0
34,90.47,Month-to-Month,1,1.87,0,0.564,0
19,49.14,Month-to-Month,2,3.93,0,0.4768,1
25,80.27,Month-to-Month,2,8.19,0,0.6392,0
17,88.48,Month-to-Month,1,16.62,0,0.7308,1
15,74.57,One Year,0,8.64,0,0.3711,0
46,36.1,Month-to-Month,2,14.61,0,0.091,0
11,52.92,One Year,0,5.14,0,0.2729,1
17,119.27,Month-to-Month,2,10.11,0,0.9184,1
26,55.19,One Year,2,31.29,0,0.1572,1
31,120.0,One Year,2,1.33,0,0.6773,1
13,99.18,Two Year,2,20.93,1,0.6594,0
11,75.38,Two Year,0,5.91,0,0.351,1
37,70.94,One Year,3,8.25,0,0.2373,0
33,55.7,Month-to-Month,4,16.82,0,0.4069,0
56,63.22,Month-to-Month,2,4.22,0,0.1436,0
31,51.23,One Year,1,4.34,0,0.1216,0
38,63.73,Two Year,3,5.99,0,0.1281,0
20,37.76,Month-to-Month,0,0.5,1,0.3371,0
20,36.68,Month-to-Month,2,5.49,0,0.3505,0
14,91.02,One Year,2,2.75,0,0.6722,0
20,32.75,Month-to-Month,1,21.04,0,0.2286,0
25,82.72,Month-to-Month,1,0.73,0,0.6299,1
53,27.11,Month-to-Month,0,4.92,1,0.0432,0
18,77.59,One Year,2,23.57,0,0.4216,0
72,60.85,Two Year,2,18.5,0,0.0113,0
40,91.43,Month-to-Month,2,9.67,0,0.5114,0
36,58.36,Month-to-Month,2,7.12,0,0.3031,0
30,24.81,Month-to-Month,1,2.64,0,0.1392,0
27,61.24,Month-to-Month,1,3.66,0,0.4038,0
22,68.19,One Year,1,0.76,0,0.3208,1
13,62.36,Month-to-Month,3,12.34,1,0.7632,1
19,76.5,Month-to-Month,4,3.13,0,0.8039,0
62,53.71,One Year,1,8.82,0,0.0215,0
39,39.73,One Year,1,3.54,0,0.0558,0
62,45.01,Month-to-Month,4,4.99,0,0.0894,0
21,54.68,Month-to-Month,1,6.48,0,0.4229,0
16,54.51,Two Year,1,12.95,0,0.1797,0
30,113.12,Month-to-Month,1,1.9,0,0.784,0
19,90.1,One Year,1,4.07,0,0.5299,1
33,78.73,Month-to-Month,2,1.11,0,0.5387,0
11,73.92,One Year,0,0.63,0,0.454,1
8,71.0,One Year,1,7.42,0,0.5134,0
35,71.1,One Year,2,1.68,0,0.2239,0
63,68.27,Two Year,0,0.5,0,0.0197,0
36,65.8,Two Year,2,18.19,0,0.1049,0
39,23.16,One Year,2,6.11,0,0.0397,0
31,57.62,Month-to-Month,2,1.16,0,0.3938,0
32,60.19,Month-to-Month,0,0.5,0,0.2848,0
13,50.02,One Year,1,1.02,1,0.3662,0
19,53.88,One Year,1,5.1,0,0.2337,0
53,71.01,Month-to-Month,2,8.83,0,0.197,0
16,80.35,Month-to-Month,1,8.2,0,0.7119,1
25,70.98,One Year,3,1.25,0,0.4136,1
52,79.85,Month-to-Month,1,8.03,0,0.2137,0
32,80.2,Month-to-Month,4,4.15,0,0.6795,1
32,59.01,One Year,0,5.0,0,0.1159,0
25,75.51,One Year,0,12.93,0,0.2456,0
42,30.07,Month-to-Month,1,3.23,0,0.0878,0
47,57.31,Month-to-Month,1,1.27,1,0.2047,0
19,54.96,Month-to-Month,1,16.54,0,0.424,0
13,95.63,Month-to-Month,5,1.91,0,0.9352,1
9,71.74,One Year,0,2.79,0,0.4588,0
38,38.31,Month-to-Month,0,9.81,1,0.1329,0
36,76.89,Month-to-Month,1,9.2,0,0.392,0
72,83.2,Month-to-Month,0,12.89,0,0.0629,0
31,63.21,Month-to-Month,3,1.63,0,0.5004,0
28,78.81,Two Year,2,3.47,1,0.3397,0
34,20.0,Month-to-Month,2,1.08,0,0.1264,0
35,20.0,Two Year,1,6.23,0,0.0238,0
27,41.43,Two Year,0,2.77,0,0.0632,0
19,67.98,Month-to-Month,2,9.34,1,0.6871,0
30,95.64,One Year,2,0.5,0,0.4935,1
29,42.47,Month-to-Month,0,0.5,1,0.2549,0
29,47.93,One Year,0,4.53,0,0.0991,1
44,66.77,Month-to-Month,1,25.4,0,0.1798,1
29,55.15,Two Year,3,17.72,0,0.1353,0
13,54.02,Month-to-Month,2,40.94,0,0.467,1
21,56.57,One Year,4,4.31,0,0.3961,0
27,91.3,Month-to-Month,1,0.5,1,0.7397,1
30,87.32,Two Year,3,2.92,0,0.3658,0
38,65.47,Month-to-Month,2,9.01,0,0.3237,0
30,98.09,One Year,0,1.16,0,0.3813,0
8,75.18,Month-to-Month,0,2.85,0,0.7294,1
14,88.08,Month-to-Month,2,0.5,0,0.8333,1
40,47.79,One Year,2,5.15,0,0.0866,0
26,51.93,Two Year,2,1.87,0,0.1441,0
32,51.71,Month-to-Month,1,0.77,0,0.2785,1
24,63.27,Two Year,3,4.24,0,0.2559,0
21,66.2,One Year,2,3.46,0,0.3614,1
25,71.48,Two Year,1,6.17,0,0.208,0
32,104.46,Month-to-Month,4,11.06,0,0.8143,0
29,79.43,Month-to-Month,2,0.96,0,0.5994,1
46,54.7,Two Year,0,12.53,0,0.0277,0
12,64.93,Month-to-Month,1,0.5,0,0.6677,1
13,95.1,Month-to-Month,1,4.68,0,0.8361,1
26,80.64,Month-to-Month,2,7.08,0,0.6352,1
38,94.84,Month-to-Month,2,25.17,1,0.5831,0
43,55.35,One Year,1,6.83,0,0.0725,0
21,50.77,One Year,1,1.38,0,0.205,0
5,51.06,One Year,1,5.83,0,0.3961,0
22,56.96,Month-to-Month,1,4.03,0,0.445,1
36,43.73,Month-to-Month,0,5.22,0,0.1427,1
29,70.9,Month-to-Month,2,1.76,0,0.5273,1
39,71.25,Month-to-Month,3,5.56,0,0.4286,1
52,91.78,Two Year,2,1.3,0,0.1287,0
27,29.79,One Year,0,10.9,0,0.0563,1
23,46.12,Month-to-Month,3,7.21,0,0.4434,1
18,81.11,Two Year,2,0.65,0,0.4412,0
13,68.67,Month-to-Month,0,17.63,0,0.5653,1
11,65.9,One Year,2,7.66,1,0.5639,0
20,90.28,Month-to-Month,0,3.04,0,0.69,1
48,44.8,One Year,2,0.5,0,0.0512,0
41,50.43,Month-to-Month,1,8.0,0,0.1591,0
22,48.07,Month-to-Month,2,3.74,0,0.4201,0
72,24.74,Month-to-Month,2,19.05,0,0.0129,0
21,67.66,Month-to-Month,3,0.5,0,0.6793,1
54,54.54,Month-to-Month,1,0.5,0,0.1001,0
60,50.34,Month-to-Month,1,23.85,0,0.0445,0
37,46.73,Month-to-Month,3,26.79,1,0.2624,1
20,64.65,One Year,2,0.5,1,0.4421,0
24,49.03,Month-to-Month,2,10.07,0,0.3822,0
32,69.43,One Year,0,2.0,0,0.1659,0
13,74.18,Month-to-Month,3,9.67,0,0.7878,1
17,59.11,Two Year,1,16.24,0,0.1924,0
16,57.75,Two Year,2,0.85,1,0.3421,1
38,68.71,Month-to-Month,0,2.18,0,0.2633,0
52,64.42,One Year,2,0.5,0,0.0814,0
42,91.6,Month-to-Month,1,0.5,0,0.4605,0
47,71.37,Two Year,3,0.5,0,0.1088,0
19,86.91,Month-to-Month,2,12.9,0,0.7496,1
25,77.21,Month-to-Month,2,2.83,1,0.7068,1
26,38.63,Month-to-Month,1,5.44,0,0.2462,0
37,53.83,Month-to-Month,3,12.4,0,0.2963,0
21,64.04,Month-to-Month,1,5.46,0,0.5193,1
46,82.37,One Year,2,4.49,0,0.1791,0
60,103.56,Month-to-Month,2,0.5,0,0.3647,1
38,55.32,Month-to-Month,2,6.72,0,0.2623,1
24,66.11,Month-to-Month,1,1.07,1,0.575,1
18,81.0,Month-to-Month,1,11.57,0,0.6716,1
16,63.84,Month-to-Month,1,2.38,1,0.6649,0
8,97.88,Two Year,3,8.97,0,0.739,1
26,38.04,Month-to-Month,1,8.31,1,0.2875,0
25,78.56,One Year,2,7.67,0,0.3863,0
45,78.36,Month-to-Month,1,2.48,0,0.3058,1
21,88.04,Month-to-Month,2,2.49,1,0.8127,0
27,66.24,One Year,3,15.91,0,0.2971,0
34,82.83,Month-to-Month,1,0.5,1,0.5766,1
38,60.02,Month-to-Month,3,1.6,0,0.3718,1
42,48.97,One Year,1,7.54,1,0.0791,1
32,46.06,Month-to-Month,2,13.59,0,0.2454,1
14,36.17,Month-to-Month,0,3.55,0,0.3309,0
36,56.17,One Year,3,8.48,0,0.1618,1
20,71.23,One Year,2,6.52,0,0.3986,0
53,60.84,Month-to-Month,3,0.53,1,0.2517,0
30,68.96,Month-to-Month,0,7.78,0,0.3583,0
33,89.7,Month-to-Month,0,13.45,1,0.5367,1
72,54.65,Month-to-Month,0,39.09,0,0.0164,0
42,111.81,One Year,2,0.5,1,0.5196,0
36,80.1,Two Year,3,8.63,0,0.2297,0
27,61.06,Two Year,1,4.28,0,0.1403,0
14,60.61,Month-to-Month,0,0.5,0,0.539,1
26,44.84,Month-to-Month,0,7.62,1,0.285,0
18,64.49,One Year,1,1.04,0,0.3369,0
63,21.77,Month-to-Month,1,3.81,0,0.0193,0
36,90.12,One Year,1,2.42,0,0.2972,0
52,20.0,One Year,0,3.58,0,0.0106,0
21,65.84,Two Year,5,5.43,1,0.504,1
19,42.12,Month-to-Month,2,3.56,0,0.4227,0
40,50.98,Month-to-Month,1,6.44,0,0.1697,0
18,53.56,Two Year,2,2.18,1,0.2845,0
23,103.51,One Year,1,8.07,0,0.5706,1
65,42.93,Two Year,1,15.38,0,0.0078,0
24,83.29,Month-to-Month,2,2.03,0,0.7041,0
13,88.21,One Year,0,5.67,1,0.6155,0
10,20.0,One Year,1,8.37,0,0.1368,0
12,52.69,Month-to-Month,0,6.65,0,0.4868,0
53,94.69,Month-to-Month,0,3.64,0,0.2622,1
22,38.7,One Year,2,8.22,0,0.1613,0
72,88.97,Month-to-Month,1,0.5,0,0.1127,0
60,64.64,Month-to-Month,2,3.7,0,0.1208,0
72,63.78,One Year,3,6.08,0,0.0291,0
48,66.39,Month-to-Month,2,0.5,0,0.2381,0
39,71.85,Two Year,2,5.67,1,0.1634,0
18,45.89,Month-to-Month,0,8.5,0,0.3249,1
29,59.79,Month-to-Month,3,11.39,0,0.4539,1
41,72.41,Two Year,0,0.96,0,0.0787,0
47,68.54,Two Year,1,37.31,0,0.0391,0
15,71.98,Month-to-Month,1,7.45,0,0.6575,0
26,50.63,One Year,0,3.61,1,0.1611,0
28,77.65,Month-to-Month,1,2.29,1,0.6102,0
28,67.53,Month-to-Month,2,6.81,0,0.5027,0
16,33.39,Month-to-Month,0,17.08,0,0.2379,0
68,54.37,Month-to-Month,1,5.88,0,0.0428,0
26,47.09,Two Year,4,8.67,0,0.1763,0
17,46.83,One Year,3,3.54,0,0.3184,0
69,55.47,Two Year,2,3.93,0,0.0142,0
60,77.27,One Year,2,2.7,0,0.0752,0
32,52.46,Month-to-Month,4,9.78,1,0.4992,1
10,69.5,One Year,2,3.56,0,0.5537,1
23,66.22,Two Year,2,1.69,0,0.2548,0
11,49.42,One Year,1,3.69,1,0.373,0
38,58.1,One Year,2,15.38,0,0.1138,0
22,82.3,Two Year,1,10.72,0,0.3005,0
29,68.0,Month-to-Month,3,3.26,0,0.5612,1
66,75.98,One Year,4,18.98,0,0.0661,1
21,90.45,Two Year,2,0.62,0,0.4735,0
37,73.7,Two Year,2,0.5,0,0.1604,0
43,26.59,Month-to-Month,0,1.09,0,0.0602,0
52,70.41,Month-to-Month,0,0.99,0,0.1423,0
28,52.64,One Year,0,0.74,0,0.1281,0
26,101.21,Month-to-Month,3,8.66,0,0.815,0
26,72.99,One Year,2,7.35,0,0.3328,1
35,53.05,Month-to-Month,2,8.34,0,0.2713,0
59,76.33,Month-to-Month,0,9.33,0,0.1103,0
25,66.82,Month-to-Month,4,11.31,0,0.6333,1
6,30.64,Month-to-Month,3,1.86,0,0.5878,0
45,82.26,Month-to-Month,1,7.79,0,0.3118,1
30,56.89,Month-to-Month,2,6.94,0,0.3693,1
38,93.41,Month-to-Month,2,23.01,1,0.5857,0
11,62.51,Month-to-Month,3,2.12,0,0.7553,1
22,93.79,Month-to-Month,0,0.5,0,0.7022,1
43,73.5,Month-to-Month,0,8.48,0,0.2226,0
14,84.48,One Year,1,10.78,0,0.5311,0
37,55.16,One Year,5,2.66,0,0.238,0
29,72.06,Month-to-Month,2,6.77,1,0.597,1
19,30.48,Month-to-Month,0,0.5,0,0.23,1
19,62.46,One Year,2,25.76,1,0.3553,0
16,35.31,Month-to-Month,3,0.93,0,0.4726,1
30,42.14,Two Year,0,0.56,0,0.0546,0
32,47.18,One Year,2,0.5,0,0.1343,1
24,78.21,Month-to-Month,2,4.46,0,0.6517,1
16,62.05,Month-to-Month,2,0.82,0,0.6485,1
37,65.63,Month-to-Month,0,10.92,0,0.2388,0
45,61.51,Month-to-Month,8,18.33,0,0.5123,0
40,86.61,Month-to-Month,2,2.41,0,0.5007,1
72,65.08,Month-to-Month,1,7.93,0,0.0469,0
27,69.98,One Year,1,0.5,0,0.2718,1
56,53.59,Month-to-Month,0,3.91,0,0.067,0
21,87.99,Month-to-Month,0,2.77,1,0.7325,0
19,89.49,One Year,0,2.08,1,0.5493,1
31,64.26,Month-to-Month,1,8.28,0,0.3543,0
62,53.31,Month-to-Month,1,1.12,0,0.062,0
25,32.68,Month-to-Month,3,15.77,0,0.2793,0
11,47.63,One Year,0,8.75,0,0.2274,0
45,21.66,Two Year,2,9.92,0,0.0164,0
28,46.79,Month-to-Month,1,21.91,0,0.2261,0
34,72.14,Month-to-Month,0,22.83,1,0.3392,0
19,63.99,Month-to-Month,2,6.42,0,0.5958,0
31,111.47,Month-to-Month,4,5.47,0,0.8645,1
12,57.58,Month-to-Month,2,3.27,1,0.716,1
68,56.02,Two Year,2,10.06,0,0.0135,0
49,86.26,Two Year,1,6.18,0,0.0932,0
30,26.46,Month-to-Month,1,21.61,0,0.1119,0
44,35.36,Month-to-Month,1,2.18,0,0.0902,0
21,78.28,One Year,1,2.97,0,0.4092,1
48,61.09,Month-to-Month,2,3.04,0,0.1988,0
24,61.55,Month-to-Month,2,13.12,0,0.4719,0
24,46.26,Month-to-Month,2,0.83,0,0.3994,1
17,69.8,Month-to-Month,4,4.87,1,0.8249,1
36,48.84,Month-to-Month,1,4.46,1,0.2523,0
30,66.45,One Year,3,0.61,0,0.311,1
57,41.83,One Year,4,4.23,0,0.0438,0
16,61.35,Month-to-Month,2,5.76,1,0.6917,1
36,105.5,Month-to-Month,1,0.54,0,0.6571,1
52,56.5,Two Year,2,5.7,0,0.0391,0
72,62.36,Month-to-Month,1,25.6,0,0.0332,0
32,60.95,Two Year,2,30.87,0,0.0932,0
24,68.49,Month-to-Month,3,6.07,0,0.6227,1
32,74.36,Month-to-Month,0,5.79,0,0.3767,0
55,70.14,Month-to-Month,2,2.69,0,0.1892,1
54,70.59,Two Year,4,46.79,1,0.0629,0
28,61.38,Month-to-Month,1,2.56,1,0.4766,0
54,67.01,Month-to-Month,2,4.83,1,0.2195,0
29,60.72,Month-to-Month,1,0.5,1,0.4573,0
44,28.75,Two Year,6,3.44,0,0.0632,0
39,117.61,Two Year,0,0.59,0,0.3309,1
24,79.56,Two Year,1,10.9,0,0.2587,1
17,45.41,Two Year,2,6.59,0,0.175,0
52,69.6,Month-to-Month,2,6.79,0,0.1981,0
59,38.08,Month-to-Month,4,2.7,0,0.0856,0
36,55.12,Month-to-Month,0,13.49,1,0.226,1
29,35.36,Month-to-Month,2,0.5,0,0.2483,0
15,63.98,Two Year,1,3.25,0,0.2803,0
52,33.37,Two Year,2,8.62,0,0.0171,0
34,72.77,Month-to-Month,0,19.08,0,0.2947,1
26,78.64,One Year,0,2.14,1,0.3561,0
45,48.46,Two Year,1,6.23,0,0.0344,0
13,68.22,Month-to-Month,3,6.18,0,0.7604,1
17,47.4,Month-to-Month,3,16.58,1,0.5912,0
20,75.23,Month-to-Month,0,0.5,0,0.5788,1
38,51.23,Month-to-Month,2,4.42,0,0.2406,0
32,80.78,One Year,2,1.61,0,0.3302,0
40,28.77,Month-to-Month,1,0.5,0,0.0944,0
50,44.9,Month-to-Month,2,1.27,0,0.1153,0
41,42.82,Two Year,3,30.0,1,0.0544,0
69,69.07,Month-to-Month,2,1.94,1,0.1131,0
50,76.1,Month-to-Month,1,21.87,0,0.1823,0
28,70.61,Two Year,1,1.84,0,0.1888,0
22,54.82,Month-to-Month,0,21.42,1,0.374,0
28,20.0,Month-to-Month,4,8.5,0,0.2305,0
42,65.77,Two Year,1,0.96,1,0.1036,0
23,80.76,Month-to-Month,1,6.98,0,0.6184,1
42,118.61,One Year,2,3.07,0,0.4988,1
40,56.51,Month-to-Month,1,3.87,0,0.2111,0
17,51.69,Month-to-Month,1,4.64,0,0.4643,0
49,71.41,Month-to-Month,3,4.4,0,0.2941,0
35,59.88,Month-to-Month,2,8.73,0,0.3198,1
67,90.51,One Year,5,11.7,0,0.1318,0
29,48.84,One Year,1,3.19,0,0.1289,0
25,60.02,Two Year,2,20.65,0,0.1538,0
16,82.52,One Year,0,22.31,0,0.3812,0
16,71.17,Month-to-Month,5,0.5,0,0.8434,1
46,88.22,Two Year,0,0.5,1,0.1295,0
64,56.27,One Year,1,4.43,1,0.0301,0
28,90.27,One Year,1,7.15,1,0.4642,1
27,31.72,Two Year,0,2.6,0,0.0457,0
30,32.52,One Year,3,2.4,0,0.1138,0
51,90.58,Month-to-Month,3,9.07,0,0.4075,1
17,65.15,One Year,1,7.36,0,0.3322,1
33,83.42,Month-to-Month,1,1.46,0,0.5148,1
47,66.99,Month-to-Month,0,17.27,1,0.1778,0
38,64.86,One Year,5,9.11,0,0.2772,1
4,38.44,Month-to-Month,0,3.6,0,0.4825,1
41,64.46,Month-to-Month,1,9.21,0,0.233,0
38,92.23,Month-to-Month,2,0.96,0,0.5844,1
56,66.13,One Year,2,5.05,1,0.084,0
62,78.64,Month-to-Month,3,1.48,0,0.2114,0
54,78.09,One Year,0,0.5,0,0.0678,0
31,44.75,Month-to-Month,1,3.3,0,0.238,0
11,82.14,Month-to-Month,3,1.31,0,0.8636,1
72,58.73,Month-to-Month,0,8.03,0,0.0297,0
27,59.81,One Year,2,8.97,0,0.2271,1
30,106.95,Month-to-Month,1,1.29,0,0.7453,1
64,76.95,Two Year,0,0.5,0,0.0256,0
19,52.23,Two Year,2,12.59,1,0.2274,1
13,66.29,Two Year,5,0.5,1,0.6361,0
23,65.73,Two Year,1,3.37,0,0.1988,1
20,98.72,Month-to-Month,3,5.46,0,0.8613,1
13,65.79,Month-to-Month,2,13.66,0,0.6769,1
28,109.16,One Year,2,14.59,0,0.5835,0
31,39.07,One Year,2,10.33,0,0.0993,0
12,64.35,Two Year,3,2.27,0,0.4346,0
25,49.74,One Year,0,10.19,1,0.1567,0
19,55.1,Two Year,0,2.26,0,0.1467,0
