text,clean,star,vader_compound,token_count,log_token_count,resid_m1,star_bin_1,star_bin_5
Nobody tells me what stories to read. Won't allow push notifications to be disabled  so this app is being uninstalled. It's a shame  too  because NPR is one of the few decent news sources left. Get it together  developers.,nobody tells me what stories to read won t allow push notifications to be disabled so this app is being uninstalled it s a shame too because npr is one of the few decent news sources left get it together developers,1,-0.5812,20,3.044522437723423,-0.7784510622112475,1,0
Drops connected Frequently stops playing and has to be manually restarted.,drops connected frequently stops playing and has to be manually restarted,1,0.0516,7,2.0794415416798357,-1.7949066362192099,1,0
Interrupted some other more important things,interrupted some other more important things,1,-0.0276,3,1.3862943611198906,-1.667689061216949,1,0
Kill yourselves,kill yourselves,1,-0.6908,1,0.6931471805599453,-0.6024024988242809,1,0
It takes up too much space.,it takes up too much space,1,0.0,3,1.3862943611198906,-1.7120224585662216,1,0
Can't Enable No setting in security to enable widgets. How do you enable on lock screen??? Only got it to work on one of my pages,can t enable no setting in security to enable widgets how do you enable on lock screen only got it to work on one of my pages,1,0.5897,12,2.5649493574615367,-2.6592472562787615,1,0
Devendra Yadav,devendra yadav,1,0.0,2,1.0986122886681098,-1.7120224585662216,1,0
Bad R (hold) + circle button . Don't work ...,bad r hold circle button don t work,1,-0.5423,5,1.791759469228055,-0.8409354519535195,1,0
Hardly worked at all for me. WiFi Keyboard+Screen Capture does much more.,hardly worked at all for me wifi keyboard screen capture does much more,1,0.0,7,2.0794415416798357,-1.7120224585662216,1,0
Very bad,very bad,1,-0.5849,1,0.6931471805599453,-0.7725078169144248,1,0
What happened? Where is search by adress? I can't search by adress like I used to. It's all POI. Please  help me find normal search by adress! The way it is  the search is useless! OMG  why did I update this app? It used to be so good!,what happened where is search by adress i can t search by adress like i used to it s all poi please help me find normal search by adress the way it is the search is useless omg why did i update this app it used to be so good,1,0.8707,22,3.1354942159291497,-3.110612642334763,1,0
FAKE,fake,1,-0.4767,1,0.6931471805599453,-0.9463075847836748,1,0
Bad user interface Hi there  I tried to use your app on an S6 when I really need an app like this for a small home project but yours was hardly usable due to colors. You shoud make that buble white  or other color  so it should be contrasted with that blunt gray backgound. Because the buble has no evident color I eas strugling to see how acurate is its position. One star  because I couldn't use your app when I need it for the purpose it was built.,bad user interface hi there i tried to use your app on an s when i really need an app like this for a small home project but yours was hardly usable due to colors you shoud make that buble white or other color so it should be contrasted with that blunt gray backgound because the buble has no evident color i eas strugling to see how acurate is its position one star because i couldn t use your app when i need it for the purpose it was built,1,-0.5106,41,3.7376696182833684,-0.8918546076046769,1,0
Mmm I don'nt like to update,mmm i don nt like to update,1,0.3612,3,1.3862943611198906,-2.2922117021371378,1,0
Please Fix Pictures that are picked are not centering properly. Please fix was working great not too long ago. Nexus 5 (latest build),please fix pictures that are picked are not centering properly please fix was working great not too long ago nexus latest build,1,0.8271,15,2.772588722239781,-3.0405787247830123,1,0
Inconvenient update. Update won't process .,inconvenient update update won t process,1,-0.34,4,1.6094379124341003,-1.165886404263587,1,0
Useless,useless,1,-0.4215,1,0.6931471805599453,-1.0349743794822204,1,0
No need for upgrading this app...still have to....makes me frustrated,no need for upgrading this app still have to makes me frustrated,1,-0.6808,6,1.9459101490553132,-0.6184653239508289,1,0
Like Shit,like shit,1,-0.2732,2,1.0986122886681098,-1.2731860761089284,1,0
Snooze doesn't work Whenever I hit snooze it merely resets the alarm to the next day rather than 10 minutes later. Useless.,snooze doesn t work whenever i hit snooze it merely resets the alarm to the next day rather than minutes later useless,1,-0.6369,14,2.70805020110221,-0.6889811262563748,1,0
Can't save attachments,can t save attachments,1,-0.5334,2,1.0986122886681098,-0.8552313663161475,1,0
I hate it,i hate it,1,-0.5719,1,0.6931471805599453,-0.7933894895789373,1,0
trash overly complicated install  not user friendly at all.,trash overly complicated install not user friendly at all,1,-0.3875,6,1.9459101490553132,-1.0895879849124839,1,0
V bad,v bad,1,-0.5423,1,0.6931471805599453,-0.8409354519535195,1,0
LOCK screen doesn't mean leave it unlocked The Lock Screen is there for a reason. To LOCK the screen. Anyone leaving their device unlocked is asking for their information to be stolen. Not happening with my device!,lock screen doesn t mean leave it unlocked the lock screen is there for a reason to lock the screen anyone leaving their device unlocked is asking for their information to be stolen not happening with my device,2,-0.5178,19,2.995732273553991,0.11971062648643782,0,0
Limited No tabs. Can't keep track of passwords. Slow. One shot deal for one machine. Start Page gives better results. Your ISP  OS and apps track you  so don't think that this is going to protect your privacy. OK for Tor  but might as well use Orbot if you know the URL.,limited no tabs can t keep track of passwords slow one shot deal for one machine start page gives better results your isp os and apps track you so don t think that this is going to protect your privacy ok for tor but might as well use orbot if you know the url,2,0.6504,30,3.4339872044851463,-1.7567486047969085,0,0
Nice  but Cannot write on SD Card  you should use the damn Android APIs for this  they ask the user to authorise SD writing and then it should work.,nice but cannot write on sd card you should use the damn android apis for this they ask the user to authorise sd writing and then it should work,2,-0.3919,12,2.5649493574615367,-0.08252034185680257,0,0
Didn't work for me... Promise,didn t work for me promise,2,0.3182,2,1.0986122886681098,-1.2231415540929813,0,0
This application is really cool.,this application is really cool,2,0.3804,3,1.3862943611198906,-1.3230523263801102,0,0
Not showing graphic  very poor version of PPSSPP Extreme poverty and not working according to which we love download PPSSPP gold version from Google APK mod h*** get the description in the given link this is very poor S first of all and hated it because it does not show graphical anything vs black screen and some buttons nothing else,not showing graphic very poor version of ppsspp extreme poverty and not working according to which we love download ppsspp gold version from google apk mod h get the description in the given link this is very poor s first of all and hated it because it does not show graphical anything vs black screen and some buttons nothing else,2,-0.8775,32,3.4965075614664802,0.6974904462883718,0,0
It,it,2,0.0,0,0.0,-0.7120224585662216,0,0
Google user,google user,2,0.0,2,1.0986122886681098,-0.7120224585662216,0,0
App is not working after restarting device,app is not working after restarting device,2,0.0,4,1.6094379124341003,-0.7120224585662216,0,0
Cant figure it out yet,cant figure it out yet,2,0.0,3,1.3862943611198906,-0.7120224585662216,0,0
1 problem Can I change permalink of post in free wordpress blog?,problem can i change permalink of post in free wordpress blog,2,0.1531,7,2.0794415416798357,-0.9579443112536725,0,0
Help Need help with the bios,help need help with the bios,2,0.6597,4,1.6094379124341003,-1.771687032164598,0,0
Weak app U need to visit your graphics,weak app u need to visit your graphics,2,-0.4404,5,1.791759469228055,-0.004615639993044596,0,0
What happened? Used to be real great.,what happened used to be real great,2,0.6249,4,1.6094379124341003,-1.7157884007242106,0,0
Problem I can't add image from my album,problem i can t add image from my album,2,-0.4019,4,1.6094379124341003,-0.0664575167302548,0,0
This is not working properly,this is not working properly,2,0.0,2,1.0986122886681098,-0.7120224585662216,0,0
Good,good,2,0.4404,1,0.6931471805599453,-1.4194292771393986,0,0
I cant figure out how to add the rage faces. If you can help with this I will rate 5.,i cant figure out how to add the rage faces if you can help with this i will rate,2,-0.2263,7,2.0794415416798357,-0.34852072595243877,0,0
Where is kashmir???,where is kashmir,2,0.0,1,0.6931471805599453,-0.7120224585662216,0,0
The stupid app download things. The app things on the bottom of the screen covers the menu button :-( :-( :-(,the stupid app download things the app things on the bottom of the screen covers the menu button,2,-0.872,11,2.4849066497880004,0.6886558924687702,0,0
It didnt update when i tried to update it,it didnt update when i tried to update it,2,0.0,4,1.6094379124341003,-0.7120224585662216,0,0
Cant Save or open settings,cant save or open settings,2,-0.3875,4,1.6094379124341003,-0.08958798491248388,0,0
Mamo Ami thikh hai ap apna khail rakha karay,mamo ami thikh hai ap apna khail rakha karay,2,0.0,8,2.1972245773362196,-0.7120224585662216,0,0
Having issues App keeps crashing  just out of nowhere,having issues app keeps crashing just out of nowhere,2,0.0,5,1.791759469228055,-0.7120224585662216,0,0
Functionality Problem First  I absolutely LOVE npr. I usually listen twice a day for an hour both times. This app  however  has some serious functionality problems with streaming/buffering. I take the bus to work every day and it is constantly stopping to buffer even when I have almost full bars of 4-g service.,functionality problem first i absolutely love npr i usually listen twice a day for an hour both times this app however has some serious functionality problems with streaming buffering i take the bus to work every day and it is constantly stopping to buffer even when i have almost full bars of g service,2,-0.0191,32,3.4965075614664802,-0.6813424625745146,0,0
Aqua Q7,aqua q,2,0.0,1,0.6931471805599453,-0.7120224585662216,0,0
There's not really any songs on here,there s not really any songs on here,2,0.0,2,1.0986122886681098,-0.7120224585662216,0,0
I used to love it  but it is broken in Marshmallow.,i used to love it but it is broken in marshmallow,2,-0.3716,4,1.6094379124341003,-0.11512787686369519,0,0
I lyk it,i lyk it,2,0.0,1,0.6931471805599453,-0.7120224585662216,0,0
For now I don't know what's happening because I update this everyday but non of my apps working,for now i don t know what s happening because i update this everyday but non of my apps working,2,0.0,7,2.0794415416798357,-0.7120224585662216,0,0
No keyboard Was the only reason i downloaded it,no keyboard was the only reason i downloaded it,2,-0.296,3,1.3862943611198906,-0.23656283482039875,0,0
Still struggling to find all pictures and folders. Sort by date not working. Love the concept and the minimal permissions. This would be the replacement for QuickPic except for one issue - it doesn't display all of my photos - about a third of my pictures are missing from their folders  (.jpg and .png). They are shown by other galleries  and shown by Simple File Manager from the same developer. EDIT▶v2.2.1 shows missing pictures  but the folder picture counts are incorrect - they're not equal to the number of pictures displayed in each folder  but show the same number as before this update. Also some folders are not shown. EDIT▶v2.2.2 Retrograde step - back to missing at least ⅓ of pictures. EDIT▶v2.3.0 Now finding all the pictures in each visible folder  with correct picture counts  but not showing all folders (they have not been hidden). Sort by date not working. EDIT▶v2.3.1 no improvement.,still struggling to find all pictures and folders sort by date not working love the concept and the minimal permissions this would be the replacement for quickpic except for one issue it doesn t display all of my photos about a third of my pictures are missing from their folders jpg and png they are shown by other galleries and shown by simple file manager from the same developer edit v shows missing pictures but the folder picture counts are incorrect they re not equal to the number of pictures displayed in each folder but show the same number as before this update also some folders are not shown edit v retrograde step back to missing at least of pictures edit v now finding all the pictures in each visible folder with correct picture counts but not showing all folders they have not been hidden sort by date not working edit v no improvement,2,0.0382,75,4.330733340286331,-0.7733824505496352,0,0
Nice,nice,2,0.4215,1,0.6931471805599453,-1.3890705376502228,0,0
Put,put,2,0.0,1,0.6931471805599453,-0.7120224585662216,0,0
Wordpress App is bad. There's no comfort in posting through it. Most of the times  you can't even see your draft  sometimes your draft gets automatically disappeared after you have written 4-5 paragraphs. The team seriously needs to work on it as mobile posting is no longer a privilege  it's a need.,wordpress app is bad there s no comfort in posting through it most of the times you can t even see your draft sometimes your draft gets automatically disappeared after you have written paragraphs the team seriously needs to work on it as mobile posting is no longer a privilege it s a need,2,-0.6705,25,3.258096538021482,0.36498996616882673,0,0
Why do you treat different countries differently? It's not fair.,why do you treat different countries differently it s not fair,2,0.1872,5,1.791759469228055,-1.0127185449352014,0,0
Terrible routes From hackney wick to Limehouse you cannot not suggest the canals tow path. Tried to plan from there to the Thames barriers and what suggested cannot be the best route.,terrible routes from hackney wick to limehouse you cannot not suggest the canals tow path tried to plan from there to the thames barriers and what suggested cannot be the best route,2,-0.7556,16,2.833213344056216,0.5016846079957509,0,0
Possible overpermissioned app creates security and privacy issues ... App requires permissions not required for app function. App acquires perms for PRECISE GPS LOCATION and PHONE STATUS & IDENTITY INFO (call logs etc)!!! Why??? DEVELOPER NEEDS TO EXPLAIN NEED/USE OF ALL PRIVACY SENSITIVE PERMS!!!,possible overpermissioned app creates security and privacy issues app requires permissions not required for app function app acquires perms for precise gps location and phone status identity info call logs etc why developer needs to explain need use of all privacy sensitive perms,2,0.7358,34,3.5553480614894135,-1.893925131377629,0,0
Error Error 507 😰😢,error error,2,-0.6597,2,1.0986122886681098,0.3476421150321547,0,0
Eh Er,eh er,2,0.0,0,0.0,-0.7120224585662216,0,0
Always crash When renaming & deleting a file  it always crashes,always crash when renaming deleting a file it always crashes,2,-0.4019,7,2.0794415416798357,-0.0664575167302548,0,0
Rana Friend,rana friend,2,0.4939,2,1.0986122886681098,-1.5053653915664311,0,0
Its not instoled when i want to instole i dont know the problems.,its not instoled when i want to instole i dont know the problems,2,0.2584,6,1.9459101490553132,-1.1270858598362237,0,0
Talkback It was too much into things. Loud and constant. After 10 minutes of use it was gone. Would like if only talked when you asked for info or when needs arise,talkback it was too much into things loud and constant after minutes of use it was gone would like if only talked when you asked for info or when needs arise,2,0.3612,15,2.772588722239781,-1.2922117021371378,0,0
Meh,meh,2,-0.0772,1,0.6931471805599453,-0.5880174485892704,0,0
great app try to add picture.. but got error result... 😭😭,great app try to add picture but got error result,2,-0.25,8,2.1972245773362196,-0.31045183040251967,0,0
Keeps crashing I couldn't make the app work on my device  I encountered constant crashes.,keeps crashing i couldn t make the app work on my device i encountered constant crashes,2,0.0,9,2.302585092994046,-0.7120224585662216,0,0
Pls release update ver. ASAP. The switching button won't working and THAT IS VERY IMPORTANT FEATURE AND VERY VERY FREQUENTLY USING ONE..SO DON'T MAKE DELAY TO SOLVE THE ISSUE... waiting for the reply.,pls release update ver asap the switching button won t working and that is very important feature and very very frequently using one so don t make delay to solve the issue waiting for the reply,2,0.8358,19,2.995732273553991,-2.0545533826431095,0,0
This app worked for awhile and then totally stopped,this app worked for awhile and then totally stopped,2,-0.2944,5,1.791759469228055,-0.23913288684064637,0,0
It is very good,it is very good,2,0.4927,1,0.6931471805599453,-1.503437852551245,0,0
No cloud sync  not that useful.,no cloud sync not that useful,2,-0.5583,3,1.3862943611198906,0.18476506824895722,0,0
Needs permission from all Facebook friends to gain access. Nope,needs permission from all facebook friends to gain access nope,2,0.7579,7,2.0794415416798357,-1.9294239749073,0,0
Not want I wanted Disappointed,not want i wanted disappointed,2,0.3252,3,1.3862943611198906,-1.234385531681565,0,0
Pretty good Works well for the most part  but playback during downloading causes the songs to stop and start over from the beginning. HTC One M8. Edit 5/9/14: now downloads two copies of the first and last track of every album to my device. Annoying. SD card problems still not fixed.,pretty good works well for the most part but playback during downloading causes the songs to stop and start over from the beginning htc one m edit now downloads two copies of the first and last track of every album to my device annoying sd card problems still not fixed,2,-0.2733,29,3.4011973816621555,-0.2730254478576626,0,0
Was great to use but now it keeps crashing.,was great to use but now it keeps crashing,2,0.3716,4,1.6094379124341003,-1.308917040268748,0,0
After 5 minutes i couldnt take it any more. Unbearably slow,after minutes i couldnt take it any more unbearably slow,2,0.0,5,1.791759469228055,-0.7120224585662216,0,0
Okay,okay,2,0.2263,1,0.6931471805599453,-1.0755241911800044,0,0
Not nice,not nice,2,-0.3252,1,0.6931471805599453,-0.18965938545087813,0,0
Happy,happy,2,0.5719,1,0.6931471805599453,-1.630655427553506,0,0
Works fine initially  but doesn't seem to play well with all of my apps and sometimes needs to be turned off so that I can connect to the internet at all  which is rather frustrating  as I still appear to be connected to the internet.,works fine initially but doesn t seem to play well with all of my apps and sometimes needs to be turned off so that i can connect to the internet at all which is rather frustrating as i still appear to be connected to the internet,2,-0.5194,18,2.9444389791664403,0.12228067850668523,0,0
Minta puji 😑,minta puji,2,0.0,2,1.0986122886681098,-0.7120224585662216,0,0
pdate every now and then!,pdate every now and then,2,0.0,2,1.0986122886681098,-0.7120224585662216,0,0
Functional at Best. Use Authy app instead This app is the minimum you would expect. It's functional  but that's it. If you want cloud sync to your computer  or just a backup of your codes in case your phone is stolen  or you want to switch phones without resetting your two factor authentication codes for every account  use Authy app instead. I also prefer Authy's UI  but that comes down to personal preference. Google Authenticator would have a smaller learning curve.,functional at best use authy app instead this app is the minimum you would expect it s functional but that s it if you want cloud sync to your computer or just a backup of your codes in case your phone is stolen or you want to switch phones without resetting your two factor authentication codes for every account use authy app instead i also prefer authy s ui but that comes down to personal preference google authenticator would have a smaller learning curve,2,-0.2023,47,3.871201010907891,-0.38707150625615405,0,0
It is missing the dc_boot.bin Missing the dc_boot.bin,it is missing the dc boot bin missing the dc boot bin,2,-0.5267,6,1.9459101490553132,0.13400654084906538,0,0
300M Home Wifi to download OSM Map data 94MB for 1 hour!!!!!,m home wifi to download osm map data mb for hour,2,0.0,7,2.0794415416798357,-0.7120224585662216,0,0
I have been updating this app for more than 8 times it can't install n my data is gone.this new version of urs is killing me cz it blocks most of the apps in my tablet after updating it shows an error sign on top of the screen,i have been updating this app for more than times it can t install n my data is gone this new version of urs is killing me cz it blocks most of the apps in my tablet after updating it shows an error sign on top of the screen,2,-0.802,19,2.995732273553991,0.5762161165829338,0,0
Vijaya,vijaya,2,0.0,1,0.6931471805599453,-0.7120224585662216,0,0
They r showing many times the msg which r causing lot of disturbance,they r showing many times the msg which r causing lot of disturbance,2,-0.3818,7,2.0794415416798357,-0.09874379523461618,0,0
Difficult to use for new users,difficult to use for new users,2,-0.3612,4,1.6094379124341003,-0.13183321499530543,0,0
Bad app.,bad app,2,-0.5423,2,1.0986122886681098,0.15906454804648051,0,0
"Content is nothing but """"""""""""""""progressive"""""""""""""""" manipulatory propaganda. I have better things to do. Uninstalling.""""",content is nothing but progressive manipulatory propaganda i have better things to do uninstalling,2,0.3291,8,2.1972245773362196,-1.2406500334809185,0,0
Torify doesn't work [Model: Zenfone 2 ZE551ML] Tried to connect using VPN. Sadly the service just hangs and doesn't find nodes. Oddly  it otherwise works on Marshmallow. Reverted to Lollipop and the problem appeared.,torify doesn t work model zenfone ze ml tried to connect using vpn sadly the service just hangs and doesn t find nodes oddly it otherwise works on marshmallow reverted to lollipop and the problem appeared,2,-0.6705,21,3.091042453358316,0.36498996616882673,0,0
Nice but... Sometimes it takes a while to show the notifications after the swiping effect. And I would like an option for it to automatically swipe when a certain notification comes.,nice but sometimes it takes a while to show the notifications after the swiping effect and i would like an option for it to automatically swipe when a certain notification comes,2,0.7506,15,2.772588722239781,-1.9176981125649197,0,0
SAMADHAN BHAU Best app 200 mb,samadhan bhau best app mb,2,0.6369,4,1.6094379124341003,-1.7350637908760684,0,0
Gulabsha,gulabsha,2,0.0,1,0.6931471805599453,-0.7120224585662216,0,0
Soooo sloooow.:( Even on tegra note 7 tablet.,soooo sloooow even on tegra note tablet,2,0.0,6,1.9459101490553132,-0.7120224585662216,0,0
Please add parameter to the new habbit  called minimum count of hours before next repeat.,please add parameter to the new habbit called minimum count of hours before next repeat,2,0.3182,11,2.4849066497880004,-1.2231415540929813,0,0
Awful 90% of what I search is not found. This app used to be pretty good now it's so aggravating. After reading reviews I see developer only responds to high raters. Offering no help. Well done ass.,awful of what i search is not found this app used to be pretty good now it s so aggravating after reading reviews i see developer only responds to high raters offering no help well done ass,2,-0.1695,20,3.044522437723423,-0.4397575726712315,0,0
Siraj,siraj,2,0.0,1,0.6931471805599453,-0.7120224585662216,0,0
Prime Example of What's Wrong with IT No user documentation in android app. I'm sure it's a powerful math processor for GEEKS AT GITHUB  but distinctly unfriendly to the average consumer.,prime example of what s wrong with it no user documentation in android app i m sure it s a powerful math processor for geeks at github but distinctly unfriendly to the average consumer,2,-0.6016,17,2.8903717578961645,0.2543171010469105,0,0
Fails to update binary. Says something about signature not valid on reboot.,fails to update binary says something about signature not valid on reboot,2,-0.4215,8,2.1972245773362196,-0.034974379482220375,0,0
Too difficult to understand This was too much information and very difficult to use,too difficult to understand this was too much information and very difficult to use,2,-0.6124,6,1.9459101490553132,0.27166495218358255,0,0
Best wikipedia,best wikipedia,2,0.6369,2,1.0986122886681098,-1.7350637908760684,0,0
Looks good...but Have to keep calibrating. Not sure what the sound icon does???,looks good but have to keep calibrating not sure what the sound icon does,2,-0.3616,7,2.0794415416798357,-0.1311907019902434,0,0
Hi. .. Thanx for your reply.. I've tried reinstalling but it still doesn't auto restart.. I need to open the app each time to activate.. 😢.. Hopefully it'll work on the next update.. 😀,hi thanx for your reply i ve tried reinstalling but it still doesn t auto restart i need to open the app each time to activate hopefully it ll work on the next update,2,0.5499,16,2.833213344056216,-1.5953172122751003,0,0
Isn't working Currently crashes when booting the DC bios,isn t working currently crashes when booting the dc bios,2,0.0,5,1.791759469228055,-0.7120224585662216,0,0
Decent It works okay  but very choppy video and there isn't a setting to fast forward the gameplay.,decent it works okay but very choppy video and there isn t a setting to fast forward the gameplay,2,0.1154,9,2.302585092994046,-0.8973874605265864,0,0
Not fast,not fast,2,0.0,1,0.6931471805599453,-0.7120224585662216,0,0
Not working any more Is it just me?,not working any more is it just me,2,0.0,1,0.6931471805599453,-0.7120224585662216,0,0
Mapurisa Today wry wwsr,mapurisa today wry wwsr,2,0.0,4,1.6094379124341003,-0.7120224585662216,0,0
Backed up message email recipients wrong Each message I send and receive gets backed up  but the emails that are created don't show the correct recipients. How do I get you more bug information? Galaxy S6  Android 5.0,backed up message email recipients wrong each message i send and receive gets backed up but the emails that are created don t show the correct recipients how do i get you more bug information galaxy s android,2,0.1406,20,3.044522437723423,-0.9378657798454877,0,0
App keeps crashing  wallpaper apply button doesn't respond. app is restarting all the time. Please fix this issue. Im LG-K220 (X-Power) running Android 6.0.1,app keeps crashing wallpaper apply button doesn t respond app is restarting all the time please fix this issue im lg k x power running android,2,0.3182,16,2.833213344056216,-1.2231415540929813,0,0
No retrieving options The only thing it really moved was the camera photos. Once they are moved there is no way to retrieve or view them. Might as well just delete them.,no retrieving options the only thing it really moved was the camera photos once they are moved there is no way to retrieve or view them might as well just delete them,2,-0.3182,14,2.70805020110221,-0.20090336303946188,0,0
Barcode scanner is FAIL Couldn't ever managed to scan barcode from my laptop,barcode scanner is fail couldn t ever managed to scan barcode from my laptop,2,-0.6408,8,2.1972245773362196,0.3172833755429789,0,0
The songs will not download anymore. It used to work fine. Please reply and I will Rate 5 stars if problem is fixed,the songs will not download anymore it used to work fine please reply and i will rate stars if problem is fixed,2,0.1027,12,2.5649493574615367,-0.8769876726158703,0,0
I'm not getting notifications,i m not getting notifications,2,0.0,2,1.0986122886681098,-0.7120224585662216,0,0
Can be better Patterns are meh and majority of pictures have blue color:/,can be better patterns are meh and majority of pictures have blue color,2,0.3818,7,2.0794415416798357,-1.325301121897827,0,0
Selling Perfumes,selling perfumes,2,0.0,2,1.0986122886681098,-0.7120224585662216,0,0
Key pad is screwed up.,key pad is screwed up,2,-0.4939,3,1.3862943611198906,0.08132047443398771,0,0
Problems syncing with multiples email and game accounts,problems syncing with multiples email and game accounts,2,-0.4019,6,1.9459101490553132,-0.0664575167302548,0,0
WTF!! Can't download a game!!!,wtf can t download a game,2,-0.7718,3,1.3862943611198906,0.5277063847007588,0,0
Abdirashiid Maxamad,abdirashiid maxamad,2,0.0,2,1.0986122886681098,-0.7120224585662216,0,0
Sad It used to back up all sent as well as received now it's just received,sad it used to back up all sent as well as received now it s just received,2,-0.25,7,2.0794415416798357,-0.31045183040251967,0,0
WHY Do I Need This App? To Open My G MAIL. LOCKED ME OUT DUE TO A REQUIRED UPDATE.,why do i need this app to open my g mail locked me out due to a required update,2,0.0,8,2.1972245773362196,-0.7120224585662216,0,0
Gud,gud,2,0.0,1,0.6931471805599453,-0.7120224585662216,0,0
Used to like it Crashes constantly. I also don't understand why i cannot move emails in trash (deleted in error) back into my inbox! Its just not possible and should be! In the trash can they cannot be fully loaded or replied to.,used to like it crashes constantly i also don t understand why i cannot move emails in trash deleted in error back into my inbox its just not possible and should be in the trash can they cannot be fully loaded or replied to,2,0.4738,18,2.9444389791664403,-1.4730791130620693,0,0
Editor is missing not even half the functionality as the one in the web browser. You can't even add a heading or set the font size. The only way to do it is by going to the HTML editor and add a tag that way. The only good thing about this is being able to manage posts  pages and comments (move or remove them). If you want to edit posts or page on your phone or tablet  you're better to do it another one and copy + paste it in using the web browser admin panel.,editor is missing not even half the functionality as the one in the web browser you can t even add a heading or set the font size the only way to do it is by going to the html editor and add a tag that way the only good thing about this is being able to manage posts pages and comments move or remove them if you want to edit posts or page on your phone or tablet you re better to do it another one and copy paste it in using the web browser admin panel,2,0.5994,46,3.8501476017100584,-1.674828196651513,0,0
Annoying,annoying,2,-0.4019,1,0.6931471805599453,-0.0664575167302548,0,0
Very annoying Every time youtube or something updates i have to update this and this takes a lot of storage!,very annoying every time youtube or something updates i have to update this and this takes a lot of storage,2,-0.5081,10,2.3978952727983707,0.104129686113686,0,0
Mi4i Uploading very very slow,mi i uploading very very slow,2,0.0,2,1.0986122886681098,-0.7120224585662216,0,0
The editor is very poor. I cannot add links and I cannot upload audio files,the editor is very poor i cannot add links and i cannot upload audio files,2,-0.5256,7,2.0794415416798357,0.13223963008514517,0,0
Killing my battery on Pixel XL,killing my battery on pixel xl,2,-0.6597,3,1.3862943611198906,0.3476421150321547,0,0
kolay kolay,kolay kolay,2,0.0,2,1.0986122886681098,-0.7120224585662216,0,0
My posts are not getting uploaded in it,my posts are not getting uploaded in it,2,0.0,3,1.3862943611198906,-0.7120224585662216,0,0
Not accurate Not sure what algorithm they're using  but a habit is known to take about a month to develop - this takes far  far longer. On day 43 of one and only at 90%  and based on the rate it's slowed down to I expect another month at least until I get to 100%,not accurate not sure what algorithm they re using but a habit is known to take about a month to develop this takes far far longer on day of one and only at and based on the rate it s slowed down to i expect another month at least until i get to,2,0.0915,23,3.1780538303479458,-0.8589973084741365,0,0
Updates every 24hrs? Daily updates??? Seriously what has the dev been doing for 2 years prior to this. XDA holds the key. Legacy.,updates every hrs daily updates seriously what has the dev been doing for years prior to this xda holds the key legacy,2,-0.3939,13,2.6390573296152584,-0.07930777683149293,0,0
Log Need some bug fixes,log need some bug fixes,2,0.0,4,1.6094379124341003,-0.7120224585662216,0,0
Loved is app was run good I liked,loved is app was run good i liked,2,0.8625,5,1.791759469228055,-2.0974411257309926,0,0
Notification Problem After recent update  the message notification and the message itself loaded into my phone only after i turn on/taps the apps. I hope the message problem could be resolved ASAP.,notification problem after recent update the message notification and the message itself loaded into my phone only after i turn on taps the apps i hope the message problem could be resolved asap,2,-0.2023,18,2.9444389791664403,-0.38707150625615405,0,0
I would give a higher rating if it had a compare method for weapons  a visual look of the weapons and if! If the armour maximum of all pieces wasn't so incorrect.,i would give a higher rating if it had a compare method for weapons a visual look of the weapons and if if the armour maximum of all pieces wasn t so incorrect,2,-0.7263,14,2.70805020110221,0.45462053037496486,0,0
I go storage/emulated/0/ and look for the downloads folder only to find its not there. What's up with that? My file manager finds it just fine. Useless app for me.,i go storage emulated and look for the downloads folder only to find its not there what s up with that my file manager finds it just fine useless app for me,2,-0.25,12,2.5649493574615367,-0.31045183040251967,0,0
12 I like this Google services best app,i like this google services best app,2,0.7717,5,1.791759469228055,-1.9515906735819364,0,0
Not functioning properly Ever since i rooted pjone the app is not working at all....my background shows black screen only....and the app says retry....but there is no connectivity issue as well,not functioning properly ever since i rooted pjone the app is not working at all my background shows black screen only and the app says retry but there is no connectivity issue as well,2,-0.0258,18,2.9444389791664403,-0.6705803697397275,0,0
R Rk,r rk,2,0.0,0,0.0,-0.7120224585662216,0,0
Has no irc command Or autocomplete,has no irc command or autocomplete,2,-0.296,3,1.3862943611198906,-0.23656283482039875,0,0
I downloaded a few songs that I wanted to download from my favorite band but after I downloaded those songs it started to download songs from said favorite band that I didn't want to download fix it and maybe I'll reinstall it,i downloaded a few songs that i wanted to download from my favorite band but after i downloaded those songs it started to download songs from said favorite band that i didn t want to download fix it and maybe i ll reinstall it,2,0.6875,19,2.995732273553991,-1.8163416860164014,0,0
Bad,bad,2,-0.5423,1,0.6931471805599453,0.15906454804648051,0,0
Absolutely slowest camera I've used. Seemingly no auto focus  camera takes 3-5 seconds after pressing the button to actually take pictures. Other than that this app has great potential,absolutely slowest camera i ve used seemingly no auto focus camera takes seconds after pressing the button to actually take pictures other than that this app has great potential,2,0.4404,18,2.9444389791664403,-1.4194292771393986,0,0
cant find clash of clan sv,cant find clash of clan sv,2,0.0,4,1.6094379124341003,-0.7120224585662216,0,0
Doesn't work on KitKat Doesn't work with Galaxy S5 KitKat 4.4.2. It will only state 1mA if charging and 0mA if not charging.,doesn t work on kitkat doesn t work with galaxy s kitkat it will only state ma if charging and ma if not charging,2,0.0,8,2.1972245773362196,-0.7120224585662216,0,0
