text,clean,star,vader_compound,residual
"Brunch is not good here. Stick to baked goods. Quiche was so cold in the middle, had to be either frozen or stored in refrigerator for very long time. Not anywhere close to freshly made. Croque Monsieur also pretty sad, thin slices of lunch meat style ham, soggy bread and pretty bland all things considered. The coffee is also deplorable, tasting of ash, turpentine, and a touch of tar. Service was pretty good though.",brunch is not good here stick to baked goods quiche was so cold in the middle had to be either frozen or stored in refrigerator for very long time not anywhere close to freshly made croque monsieur also pretty sad thin slices of lunch meat style ham soggy bread and pretty bland all things considered the coffee is also deplorable tasting of ash turpentine and a touch of tar service was pretty good though,2,0.3995,-0.8601370841364568
"We love prime rib, so we thought , hey, why not partake when we were in Vegas.  We arrived on-time for our reservation, and were apologetically told that they were running 10 minutes late.  No problem with us.    However after 25 minutes, we checked back and were immediately seated. And there we sat at our table, another 25 minutes, until a manager walked by and inquired as to why we were not eating our warm sourdough bread.  We explained, no waitress, no food, no nothing.  The manager kindly found us bread, opened our bottle of wine, and probably goosed our waitress to get in action.  Once we had the attention of the waitress, she was pleasant and helpful.  Let's talk about the food.  Prime rib, not great, we've had way better.  The au jus tasted like it was made from a dried powder mix.  In general, everything we ate tasted like it was made from low quality ingredients.  We won't be going back.  Diners, beware!!",we love prime rib so we thought hey why not partake when we were in vegas we arrived on time for our reservation and were apologetically told that they were running minutes late no problem with us however after minutes we checked back and were immediately seated and there we sat at our table another minutes until a manager walked by and inquired as to why we were not eating our warm sourdough bread we explained no waitress no food no nothing the manager kindly found us bread opened our bottle of wine and probably goosed our waitress to get in action once we had the attention of the waitress she was pleasant and helpful let s talk about the food prime rib not great we ve had way better the au jus tasted like it was made from a dried powder mix in general everything we ate tasted like it was made from low quality ingredients we won t be going back diners beware,2,0.1521,-0.5594186591052122
The server Julia was HORRIBLE!!!  Our server got to us about 5-8 min after we arrived. The app came out burnt sent it back. After returning 2 apps. Finally saw the GM she was awesome and very accomidating and nice. She made it right. That is the only reason it is 2 stars.,the server julia was horrible our server got to us about min after we arrived the app came out burnt sent it back after returning apps finally saw the gm she was awesome and very accomidating and nice she made it right that is the only reason it is stars,2,0.5868,-1.0878030542591408
Food was good. The male singer was good too. Everything was working out well until the female singer started singing. The happy mood we all were having suddenly turned bad. Her singing was OFF key ....  If u just have the male singer there u will have more customers who will come back!,food was good the male singer was good too everything was working out well until the female singer started singing the happy mood we all were having suddenly turned bad her singing was off key if u just have the male singer there u will have more customers who will come back,2,0.8122,-1.3617801480426595
Luke warm water; low water pressure; tub needs to be replaced (looks dirty).  Workout facility is mediocre.  This is the worse HGI they I've stayed in.  Checking out to and going to a different hotel.  Staff was nice. Breakfast was good.,luke warm water low water pressure tub needs to be replaced looks dirty workout facility is mediocre this is the worse hgi they i ve stayed in checking out to and going to a different hotel staff was nice breakfast was good,2,0.0516,-0.4372593959053739
Did not like this show.......this show was boring to me...the story line was lame..now this review is not for the performers...They are simply amazing and their performance is trully a gift...but I also need something to keep me intrested and this show didnt have it...save your money and see Le Reve instead :),did not like this show this show was boring to me the story line was lame now this review is not for the performers they are simply amazing and their performance is trully a gift but i also need something to keep me intrested and this show didnt have it save your money and see le reve instead,2,0.5252,-1.0129273267655083
"I feel like it's odd to rate a place like Onoir using the Yelp scale, because it doesn't really make sense for 2 stars to mean that I've experienced better because truthfully, I've never experienced anything else like it and therefore it must be the best I've experienced (I guess also the worst...), but I honestly feel like the food was pretty bad at this place, and not deserving of more than a star or two given how much you're paying.  I went with some adventurous friends, and we all ordered the surprise for every course. In truth, the food wasn't that surprising. I was expecting to be confused and puzzled and intrigued by every dish, but pretty much once you were able to get the food into your mouth, you were able to identify it easily. The food didn't take advantage of the fact that you couldn't see anything. It was just normal food at inflated prices. Like think food that a college student might try to make to impress a date.  In spite of the bad food, Onoir is definitely something to be experienced. You really can't see anything, and it's odd to try to eat in this manner. You might also experience existential crises while eating if you think too hard about being blind.  Anyway, I think Onoir could really be a five-star restaurant if they were just more creative with the food and took advantage of the fact that their patrons can't see anything, but I guess that'd be too much effort. Until then, this place is just a novelty, but probably not worth the money.",i feel like it s odd to rate a place like onoir using the yelp scale because it doesn t really make sense for stars to mean that i ve experienced better because truthfully i ve never experienced anything else like it and therefore it must be the best i ve experienced i guess also the worst but i honestly feel like the food was pretty bad at this place and not deserving of more than a star or two given how much you re paying i went with some adventurous friends and we all ordered the surprise for every course in truth the food wasn t that surprising i was expecting to be confused and puzzled and intrigued by every dish but pretty much once you were able to get the food into your mouth you were able to identify it easily the food didn t take advantage of the fact that you couldn t see anything it was just normal food at inflated prices like think food that a college student might try to make to impress a date in spite of the bad food onoir is definitely something to be experienced you really can t see anything and it s odd to try to eat in this manner you might also experience existential crises while eating if you think too hard about being blind anyway i think onoir could really be a five star restaurant if they were just more creative with the food and took advantage of the fact that their patrons can t see anything but i guess that d be too much effort until then this place is just a novelty but probably not worth the money,2,0.969,-1.5523729089355416
Haven't been there in a couple of years and I must say that this time the service was terrible. Your order is basically thrown on your table and the waiter is already halfway across the restaurant before you can say a word. When you finally get the hold on one you get attitude and the management too. The food is ok but the attitude and service ruin it. Sorry,haven t been there in a couple of years and i must say that this time the service was terrible your order is basically thrown on your table and the waiter is already halfway across the restaurant before you can say a word when you finally get the hold on one you get attitude and the management too the food is ok but the attitude and service ruin it sorry,2,-0.7964,0.5934973721887864
"This review is for THANKSGIVING DINNER. Our appetizers were good (a shrimp cocktail and a pumpkin soup with lobster). Do NOT eat here if you are looking for a nice holiday turkey dinner. It was one step above cafeteria food. The cornbread stuffing (usually my fave part of the meal) could not possibly have had more onion flavor, it was not fit for human consumption. I think when the chef was sprinkling the onion powder in it, the lid fell off and dumped the whole container. Seriously. The whipped sweet potatoes had a strange waxy, processed quality, if I hadn't been starving I wouldn't have eaten them at all. The turkey was decent, but not unlike what you would get in a school cafeteria. The cranberry sauce had a yucky vinegar quality. I'm almost never impressed with the restaurants at the Wynn and the Country Club was no exception. Our food was so bad, we actually skipped dessert, which is something I NEVER do, especially on Thanksgiving.",this review is for thanksgiving dinner our appetizers were good a shrimp cocktail and a pumpkin soup with lobster do not eat here if you are looking for a nice holiday turkey dinner it was one step above cafeteria food the cornbread stuffing usually my fave part of the meal could not possibly have had more onion flavor it was not fit for human consumption i think when the chef was sprinkling the onion powder in it the lid fell off and dumped the whole container seriously the whipped sweet potatoes had a strange waxy processed quality if i hadn t been starving i wouldn t have eaten them at all the turkey was decent but not unlike what you would get in a school cafeteria the cranberry sauce had a yucky vinegar quality i m almost never impressed with the restaurants at the wynn and the country club was no exception our food was so bad we actually skipped dessert which is something i never do especially on thanksgiving,2,-0.9098,0.7313367796202461
I went here before Christmas and had a lox and bagel.  Very good.  I went again this morning and ordered the same.  Very hard to find the lox in the sandwhich.  If you are going to charge 7.00 then make sure there is actually some lox on the bagel.  As usual - cheaping out.  I won't be back.,i went here before christmas and had a lox and bagel very good i went again this morning and ordered the same very hard to find the lox in the sandwhich if you are going to charge then make sure there is actually some lox on the bagel as usual cheaping out i won t be back,2,0.5859,-1.0867090907080974
"Seafood in the desert is always a challenge. Earnie's is not the place to get it. I was excited to see the menu of seafood and try it out and did the other day. The joint is located at what once was a Jilly's location. They haven't changed one thing outside of the signage either. We got sat in a corner booth and I immediately noticed the dirty table. The salt shaker was completely slathered with grease from a prior patron - half filled too.   Sat down and waited for service..and waited...and waited. Christ the place is empty, why such slow service? Literally was a ghost town. No abckground music made sitting there a bit uncomfortable, a TV had sound in the background - what an ambiance killer.    Eventually the manager came over and waited on us the entire time. That said, the service was abysmal.  First two appetizers I ordered they were out of - not a good sign. Asked for a wine list and I quote, \""We don't have one. We have a red and a white.\"" After ordering, he never took the menus away and they sat there until end of meal, never cleared app plates, failed to ask for follow up drinks, forgot to deliver 2 ordered food menu items.   The \""White Wine\"" was horrible. We ordered the crab cake sampler and they weren't \""cakes\"" at all but rather three small cake balls - disappointing. Peel and eat shrimp were OK but was served with onions and the onions were so friggin' salty it was crazy. My friend had the fried scallops which was a good portion and he said tasted good. I had soft shell crabs that were not good at all.    Bad ambiance, poor service, meh on the food - a negative trifecta.",seafood in the desert is always a challenge earnie s is not the place to get it i was excited to see the menu of seafood and try it out and did the other day the joint is located at what once was a jilly s location they haven t changed one thing outside of the signage either we got sat in a corner booth and i immediately noticed the dirty table the salt shaker was completely slathered with grease from a prior patron half filled too sat down and waited for service and waited and waited christ the place is empty why such slow service literally was a ghost town no abckground music made sitting there a bit uncomfortable a tv had sound in the background what an ambiance killer eventually the manager came over and waited on us the entire time that said the service was abysmal first two appetizers i ordered they were out of not a good sign asked for a wine list and i quote we don t have one we have a red and a white after ordering he never took the menus away and they sat there until end of meal never cleared app plates failed to ask for follow up drinks forgot to deliver ordered food menu items the white wine was horrible we ordered the crab cake sampler and they weren t cakes at all but rather three small cake balls disappointing peel and eat shrimp were ok but was served with onions and the onions were so friggin salty it was crazy my friend had the fried scallops which was a good portion and he said tasted good i had soft shell crabs that were not good at all bad ambiance poor service meh on the food a negative trifecta,2,-0.9876,0.8259038510326584
Pretty cool airport. I love the tram that connects one side of the airport to the other. TSA lady I got was a total b! She yelled at me for not pushing my items through when I HAD pushed my items through! She thought the stuff belonging to the guy behind me was mine. Pay attention lady! She made me take off my bracelet and earrings when CDG and LAX didn't. Whatever lady! The TSA guy guy who checked my ticket and ID was really nice though. There are slot machines conveniently located in the airport so Vegas can take any last penny you may still have left over from your visit.,pretty cool airport i love the tram that connects one side of the airport to the other tsa lady i got was a total b she yelled at me for not pushing my items through when i had pushed my items through she thought the stuff belonging to the guy behind me was mine pay attention lady she made me take off my bracelet and earrings when cdg and lax didn t whatever lady the tsa guy guy who checked my ticket and id was really nice though there are slot machines conveniently located in the airport so vegas can take any last penny you may still have left over from your visit,2,0.9268,-1.5010781735421768
"I've definitely have had better!  There was a big salad and salad topping selection, but that was about it. No pizza, some sticky pastas, a really runny ice cream machine, watered down tasting teas.  It's a nice restaurant, typical decor, lots of windows.   Will we return?? Nah.",i ve definitely have had better there was a big salad and salad topping selection but that was about it no pizza some sticky pastas a really runny ice cream machine watered down tasting teas it s a nice restaurant typical decor lots of windows will we return nah,2,0.6372,-1.1490650131175673
"They are way understaffed for the amount of patients that come through their doors.   I made my appointment for 8:15 AM. I showed up and there are 4 people that signed in before me without appointments. I patiently waited and at 8:40, they called me up to get registered. I asked the secretary how long it would take to get my blood drawn at that point since I had to go to work at 9, and she said, \""I don't know.\"" What we both knew, however, was that I had an appointment that wasn't honored.   After registration, I sat back down as the secretary called another name. A gentleman seated stood up with frustration demanding to know why the lady was called first. \""Oh, it's because she had an appointment and we're behind schedule...\"" What?! So theoretically, my name should have been called before the four people before me on that list. And it wasn't. I was furious.   I was called back at 8:45. Here's the reason why this place didn't get a one-star rating. The phlebotomist knew what she was doing. I'm usually a hard stick and it takes multiple attempts to get some blood on me, but this lady only attempted a single poke. In. Out. Done. Easy as pie. I was out of the office at 8:48.  I usually go to another LabCorp but went to this one specifically because it was near my work. I learned my lesson and will never come back. Appointments or no appointments, expect to wait a while.",they are way understaffed for the amount of patients that come through their doors i made my appointment for am i showed up and there are people that signed in before me without appointments i patiently waited and at they called me up to get registered i asked the secretary how long it would take to get my blood drawn at that point since i had to go to work at and she said i don t know what we both knew however was that i had an appointment that wasn t honored after registration i sat back down as the secretary called another name a gentleman seated stood up with frustration demanding to know why the lady was called first oh it s because she had an appointment and we re behind schedule what so theoretically my name should have been called before the four people before me on that list and it wasn t i was furious i was called back at here s the reason why this place didn t get a one star rating the phlebotomist knew what she was doing i m usually a hard stick and it takes multiple attempts to get some blood on me but this lady only attempted a single poke in out done easy as pie i was out of the office at i usually go to another labcorp but went to this one specifically because it was near my work i learned my lesson and will never come back appointments or no appointments expect to wait a while,2,-0.2451,-0.07661607857808894
"This building is in a great location.  Unfortunately, the management frequently plans \""social events\"" which involve loud music which can be heard in any apartment.  I moved into this building with the understanding that this was a quiet building for young professionals.  However, if you work nights ever, the loud parties and social events will most certainly effect your quality of life.  If I had known this before, I honestly don't think I would choose this building again.  This seems to be more suitable for the college age party goers.",this building is in a great location unfortunately the management frequently plans social events which involve loud music which can be heard in any apartment i moved into this building with the understanding that this was a quiet building for young professionals however if you work nights ever the loud parties and social events will most certainly effect your quality of life if i had known this before i honestly don t think i would choose this building again this seems to be more suitable for the college age party goers,2,0.9152,-1.4869781988842847
"I saw the sign \""Spice Market Buffet\"" and only 10 people were in line. What, we don't have to wait? Awesome! Got in line and the girl turned around and said \""Actually, the line is over there\"" I looked \""over there\"" and laughed at myself, I knew it was too good to be true. They cut up the line so that it wouldn't block the walkway in the casino. Ok fine, got in the right line, waited 20 minutes, reached the escalator to go down into the buffet area to see....holy cow!....another long line -___- I know this is typical of the buffets in Vegas and i had a \""buy one get one free\"" coupon so FINE! I'll suck it up and wait to save $35.  50 minutes passed by and we finally get to eat. Went to the seafood section first to get my sashimi. There's none :( Already know it was going to be a bad experience. Walked around to see what they had to offer and I was not impressed. The salad bar was NOT fresh at all, the vegetables been sitting out too long. The avocado at Mexican station was all brown and the salsa chips were stale. Tried a whole bunch of food and did not liked anything I put in my mouth. It's only redemption? The prime ribs. Even the dessert sucked, wth.  Good thing we had a coupon, would never ever ever pay full price for this buffet and will never ever ever come back.",i saw the sign spice market buffet and only people were in line what we don t have to wait awesome got in line and the girl turned around and said actually the line is over there i looked over there and laughed at myself i knew it was too good to be true they cut up the line so that it wouldn t block the walkway in the casino ok fine got in the right line waited minutes reached the escalator to go down into the buffet area to see holy cow another long line i know this is typical of the buffets in vegas and i had a buy one get one free coupon so fine i ll suck it up and wait to save minutes passed by and we finally get to eat went to the seafood section first to get my sashimi there s none already know it was going to be a bad experience walked around to see what they had to offer and i was not impressed the salad bar was not fresh at all the vegetables been sitting out too long the avocado at mexican station was all brown and the salsa chips were stale tried a whole bunch of food and did not liked anything i put in my mouth it s only redemption the prime ribs even the dessert sucked wth good thing we had a coupon would never ever ever pay full price for this buffet and will never ever ever come back,2,0.8982,-1.4663144429201331
"You're an American, you know that in order to shop, you must go to a mall. Preferably a gigantic mall that has a parking lot twice the size of Manhattan and with tons of everything.  This is that mall. But in French!  Seriously, Montreal is somewhat bi-lingual but once you get north of the river, you're en francais-ville. Fine by me but it makes it hairy for some of my friends who get intimidated.  Oh yeah, none of the stores are familiar either, so you have no idea what or where to shop. Awesome!",you re an american you know that in order to shop you must go to a mall preferably a gigantic mall that has a parking lot twice the size of manhattan and with tons of everything this is that mall but in french seriously montreal is somewhat bi lingual but once you get north of the river you re en francais ville fine by me but it makes it hairy for some of my friends who get intimidated oh yeah none of the stores are familiar either so you have no idea what or where to shop awesome,2,0.8068,-1.355216366736399
"No flavor at all! I should have gotten sharp cheddar instead of going along with the provolone on the white trash burger. The meat was dry as well. I liked the waffle fries with pimento cheese but my girlfriend didn't. Oh yeah, the \""crab\"" puppies (hush puppies with crab) had a minimalist amount of crab in them. It was basically all dough. Servers were friendly & attentive but we seemed to have 4 of them & they kept asking us if we were ok. All in all, we probably aren't coming back. Not enough flavor, sorry.",no flavor at all i should have gotten sharp cheddar instead of going along with the provolone on the white trash burger the meat was dry as well i liked the waffle fries with pimento cheese but my girlfriend didn t oh yeah the crab puppies hush puppies with crab had a minimalist amount of crab in them it was basically all dough servers were friendly attentive but we seemed to have of them they kept asking us if we were ok all in all we probably aren t coming back not enough flavor sorry,2,0.8043,-1.3521775790946124
"Walked in here to get a spa pedicure, and was told that the wait would take 30 min. I was going leave but decided to stay instead of driving to another place in the Vegas heat.       After waiting 5 min, I was seated in the spa chair to soak my feet. After sitting in the spa chair for 45 minutes with raisin looking feet, I was about to leave. Luckily for the owner, another worker came in and started to work on my feet.",walked in here to get a spa pedicure and was told that the wait would take min i was going leave but decided to stay instead of driving to another place in the vegas heat after waiting min i was seated in the spa chair to soak my feet after sitting in the spa chair for minutes with raisin looking feet i was about to leave luckily for the owner another worker came in and started to work on my feet,2,0.6187,-1.1265779845683435
"We've been ordering from here for at least five years. The most recent deliveries have taken an excessive amount of time. Tonight we placed the order at 10:25pm. The driver called us at 11:03 saying he was on the 62nd street bridge and asking where we lived in Shaler. The only problem is we live in Lawrenceville... Off of Stanton. It's now 11:37 and still no order. We should have picked it up, I'd be in bed by now. The pizza better be hot, but I have a feeling it won't be.",we ve been ordering from here for at least five years the most recent deliveries have taken an excessive amount of time tonight we placed the order at pm the driver called us at saying he was on the nd street bridge and asking where we lived in shaler the only problem is we live in lawrenceville off of stanton it s now and still no order we should have picked it up i d be in bed by now the pizza better be hot but i have a feeling it won t be,2,0.0644,-0.45281798863132305
"First I must say this is the second time we have been to this dinner/show. The first time was over 10 years ago so we knew what to expect. The show nor the dinner hasn't changed one bit in 10 years. Now my problem was with the service. We decided to take our five year old, the waiter name Frank was a complete tool. He refused to give my son anything other then coke to drink. I actually had to order him a sprite no caffeine from the guy serving drinks. Next he took his plate away in the middle of him finishing his dinner and literally took his drink out of his hand with straw still in his mouth. The other waiter brought him over ear plugs because he could see the noise was bothering him. We would have left but my son was enjoying the show. I would never order the meal again because you can purchase tickets to see the show only.",first i must say this is the second time we have been to this dinner show the first time was over years ago so we knew what to expect the show nor the dinner hasn t changed one bit in years now my problem was with the service we decided to take our five year old the waiter name frank was a complete tool he refused to give my son anything other then coke to drink i actually had to order him a sprite no caffeine from the guy serving drinks next he took his plate away in the middle of him finishing his dinner and literally took his drink out of his hand with straw still in his mouth the other waiter brought him over ear plugs because he could see the noise was bothering him we would have left but my son was enjoying the show i would never order the meal again because you can purchase tickets to see the show only,2,0.431,-0.898425808422973
"If you are old enough to remember Checkpoint Charley, the Eastern Bloc and Willy Brandt you will be familiar with the look and feel of the Aria Cafe.   The starkness and monochromatic palette of the place made me feel that I was eating my Chinese Chicken Salad (or other communist approved food) in an East German government building during the early days of the cold war. There is very little decoration, color or even signs that the space was meant to be inhabited by actual human beings.  With no sound-absorbing surfaces (a pet peeve of mine) the place had a hollow, utilitarian feel and was amazingly loud and reverberant for such an open space.  I will say the dour, mechanistic look is a pallet cleansing contrast to the life, energy and mayhem of the strip outside but perhaps just a hint of color...or warmth...or humanity would be welcome.  On the bright side (and most things will seem bright next to the Schutzwall grey-green used here) the food was very good and the service was provided, not as you might expect by burly East German waitresses but by warm friendly folks who seemed to enjoy their jobs. (Unlike some reviewers I had no issue with service but I was not in any hurry)  All in all I'm not sure whether to recommend the restaurant; As an historical experience it really brought the past to life, (I could almost hear the sound of clacsons in the distance) as a dining experience... when you come to Vegas you can certainly do better.",if you are old enough to remember checkpoint charley the eastern bloc and willy brandt you will be familiar with the look and feel of the aria cafe the starkness and monochromatic palette of the place made me feel that i was eating my chinese chicken salad or other communist approved food in an east german government building during the early days of the cold war there is very little decoration color or even signs that the space was meant to be inhabited by actual human beings with no sound absorbing surfaces a pet peeve of mine the place had a hollow utilitarian feel and was amazingly loud and reverberant for such an open space i will say the dour mechanistic look is a pallet cleansing contrast to the life energy and mayhem of the strip outside but perhaps just a hint of color or warmth or humanity would be welcome on the bright side and most things will seem bright next to the schutzwall grey green used here the food was very good and the service was provided not as you might expect by burly east german waitresses but by warm friendly folks who seemed to enjoy their jobs unlike some reviewers i had no issue with service but i was not in any hurry all in all i m not sure whether to recommend the restaurant as an historical experience it really brought the past to life i could almost hear the sound of clacsons in the distance as a dining experience when you come to vegas you can certainly do better,2,0.9865,-1.573644422428051
Again this is only my second review that is not an absolute favor of the restaurant but I have to say I was a little better that my Cheeseburger came with Sweet pickles yuck I have never ever ever ordered a burger and had a come with Sweet pickles the waiter did ask me if I wanted relish on my burger and I said yes unknowing that he was sweet relish with Sweet pickles why would you do this to a great burger the only other travesty that they could've done was to put Miracle whip on it,again this is only my second review that is not an absolute favor of the restaurant but i have to say i was a little better that my cheeseburger came with sweet pickles yuck i have never ever ever ordered a burger and had a come with sweet pickles the waiter did ask me if i wanted relish on my burger and i said yes unknowing that he was sweet relish with sweet pickles why would you do this to a great burger the only other travesty that they could ve done was to put miracle whip on it,2,0.9836,-1.570119428763578
"I cannot say enough about the service here. I was recently here for dinner with my sister while on vacation and thought I'd stop by here due to the amazing reviews. The restaurant was pretty packed as we entered. As we were seated, I noticed that we were not handed a menu. So we sat and waited about 15 minutes before being given a menu. We were basically left to sit in the corner for about an additional 20 minutes. I was a little confused as to why things were taking so long. I mean the reviews on Yelp were really good. The customer service I found was extremely lacking, as our order was taken the waitress walked off and had not asked us if we wanted anything to drink. So I had to ask her myself. I told her that me & my sister wanted water and she returned 5 minutes later with bottle water (which a glass of free water would have been sufficient) The food took a while to come which did not surprise me at this point. The food was good not GREAT!!! The portion was large which is probably the only reason I gave them 2 stars. After we finished our meal, we could have basically walked out of the restaurant, I doubt they would have noticed anyways with the way things were going. I walked up to the counter and stood in front of the cashier to pay my bill. She took her sweet time and didn't even realize I was there until one of her co-workers pointed it out to her. From here it took her about 5 minutes to hand me my bill and change. She did not even say thank you when she gave me my change. No tip was given obviously. I would not return to this restaurant due to the poor service.",i cannot say enough about the service here i was recently here for dinner with my sister while on vacation and thought i d stop by here due to the amazing reviews the restaurant was pretty packed as we entered as we were seated i noticed that we were not handed a menu so we sat and waited about minutes before being given a menu we were basically left to sit in the corner for about an additional minutes i was a little confused as to why things were taking so long i mean the reviews on yelp were really good the customer service i found was extremely lacking as our order was taken the waitress walked off and had not asked us if we wanted anything to drink so i had to ask her myself i told her that me my sister wanted water and she returned minutes later with bottle water which a glass of free water would have been sufficient the food took a while to come which did not surprise me at this point the food was good not great the portion was large which is probably the only reason i gave them stars after we finished our meal we could have basically walked out of the restaurant i doubt they would have noticed anyways with the way things were going i walked up to the counter and stood in front of the cashier to pay my bill she took her sweet time and didn t even realize i was there until one of her co workers pointed it out to her from here it took her about minutes to hand me my bill and change she did not even say thank you when she gave me my change no tip was given obviously i would not return to this restaurant due to the poor service,2,0.7646,-1.3039216313430342
"This is the first time I have had the worst service at Cane's!!! We go to Cane's one or two time a month. We love the place. The employee are always up beat, good service!!! NOT THIS TIME!!! The drive thru was so long so i went in side. Was that the worst mistake I did. The girl (Monique 293, 12/1/14 7:05pm) that took my order acted like she did not want to be there ( all the employee acted that way), rude, got my order wrong, did not ask me anything ( if i want Lemonade), (I usually go through the drive thru) i had a Buy a box and get free box combo on my Cane's card. I order a Box and a Caniac Combo. I thought i could order a Caniac and a Box because Caniac is more money. Not this case! She called the manager over to fix it and she told him wrong thing about the order. So I paid for two combos and got the Box combo for free. I only needed two combs. The manger also acted like I was putting him out to fix the order. Then i went to get the drinks, there was no lemonade so the manager was at the counter i ask if i could get a lemonade, he said to me that is usually it a up charge, he gave it to me any ways. I could not wait to get out of there i was so upset! BAD CANE BAD BOY!!!! I think you need to do some new training with your employees.",this is the first time i have had the worst service at cane s we go to cane s one or two time a month we love the place the employee are always up beat good service not this time the drive thru was so long so i went in side was that the worst mistake i did the girl monique pm that took my order acted like she did not want to be there all the employee acted that way rude got my order wrong did not ask me anything if i want lemonade i usually go through the drive thru i had a buy a box and get free box combo on my cane s card i order a box and a caniac combo i thought i could order a caniac and a box because caniac is more money not this case she called the manager over to fix it and she told him wrong thing about the order so i paid for two combos and got the box combo for free i only needed two combs the manger also acted like i was putting him out to fix the order then i went to get the drinks there was no lemonade so the manager was at the counter i ask if i could get a lemonade he said to me that is usually it a up charge he gave it to me any ways i could not wait to get out of there i was so upset bad cane bad boy i think you need to do some new training with your employees,2,-0.9601,0.792477186973001
Smokey atmosphere and old buns on mediocre burger,smokey atmosphere and old buns on mediocre burger,2,0.0,-0.3745388189788894
"The Beautiful Carin and I were out and about this past Sunday evening. She was recovering from some sort of bug and had a little craving for something sweet. I would love to give Sprinkles another star (or even 2...I am a generous and thoughtful person:) for being open Sunday evening, when no one else was (and I do mean no one...we tried See's, anywhere else, etc...no dice). We went in and I swear, they had at least 10 employees behind the counter...Chief Greeting Officer, assistant to the greeter, Chief Order Taking Officer, assistant order taker, Chief Cupcake Hander Outer, assistant cupcake hander outer, Chief Money taker, and her assistant...you kind of begin to see why they charge $34 a pop for the cupcakes (no, not really...I'm exaggerating for \""comic effect\""...the cupcakes are only $20 each:) But they had a ton of folks working there...and when the door to the kitchen (I can't really call it a bakery) opened, there must have been another 15 oompa-loompa's scurrying around in there, mixing, icing, sprinkling, etc. With all that, you'd think they could make the best cupcake in the universe...no, not even close. On Sunday, they had the added advantage of being the only ones to show up for work and they still couldn't beat the locals.  I will say that the cupcakes seemed better than the last time (although still sub-par)...fresher...but I frankly attribute that to the fact that they were the only game in town and the cupped cakes weren't sitting around as long. Sadly, still 2 stars, even if they were the only place that was open.",the beautiful carin and i were out and about this past sunday evening she was recovering from some sort of bug and had a little craving for something sweet i would love to give sprinkles another star or even i am a generous and thoughtful person for being open sunday evening when no one else was and i do mean no one we tried see s anywhere else etc no dice we went in and i swear they had at least employees behind the counter chief greeting officer assistant to the greeter chief order taking officer assistant order taker chief cupcake hander outer assistant cupcake hander outer chief money taker and her assistant you kind of begin to see why they charge a pop for the cupcakes no not really i m exaggerating for comic effect the cupcakes are only each but they had a ton of folks working there and when the door to the kitchen i can t really call it a bakery opened there must have been another oompa loompa s scurrying around in there mixing icing sprinkling etc with all that you d think they could make the best cupcake in the universe no not even close on sunday they had the added advantage of being the only ones to show up for work and they still couldn t beat the locals i will say that the cupcakes seemed better than the last time although still sub par fresher but i frankly attribute that to the fact that they were the only game in town and the cupped cakes weren t sitting around as long sadly still stars even if they were the only place that was open,2,0.9532,-1.533167771039448
"Gosh, this place sucks.   Service was crappy.  Takes forever to eat.  Also, the chips were really thick and the salsa tasted like spaghetti sauce.  Far far far from the best mexican food I've ever had.  Felt like a rip off.",gosh this place sucks service was crappy takes forever to eat also the chips were really thick and the salsa tasted like spaghetti sauce far far far from the best mexican food i ve ever had felt like a rip off,2,0.4767,-0.9539748465148401
"Meh. I've experienced better. Ain't that the truth!   Stale chips and super oniony guacamole? Even at $3, I should have passed. The order took so long to arrive that I almost cancelled it, and MAN do I wish I had... The only saving grace was the salsa - it was generic but still pretty tasty. The drink specials during happy hour weren't a bad price, but apparently there was some sort of dispute about the happy hour prices being misprinted on the fliers that were all over the bar. The bartendress honored the prices but kept exclaiming that they weren't correct. WHO CARES, LADY?? JUST GIVE ME MY BEER! AND FOR $3!!! The patron to my left asked if she could have a happy hour martini for $4 and the bartender went on a spiel about how the price is in actuality $5, plus a $2 extra alcohol charge for the second type of liquor, so that the martini would actually be $7. Or $9. I was thinking \""that is NOT a happy hour martini!\"" until I realized that in real life (in non-happy hour time) a martini at this place ran twice as much. Sheesh, and no thanks.",meh i ve experienced better ain t that the truth stale chips and super oniony guacamole even at i should have passed the order took so long to arrive that i almost cancelled it and man do i wish i had the only saving grace was the salsa it was generic but still pretty tasty the drink specials during happy hour weren t a bad price but apparently there was some sort of dispute about the happy hour prices being misprinted on the fliers that were all over the bar the bartendress honored the prices but kept exclaiming that they weren t correct who cares lady just give me my beer and for the patron to my left asked if she could have a happy hour martini for and the bartender went on a spiel about how the price is in actuality plus a extra alcohol charge for the second type of liquor so that the martini would actually be or i was thinking that is not a happy hour martini until i realized that in real life in non happy hour time a martini at this place ran twice as much sheesh and no thanks,2,0.9894,-1.5771694160925236
